2012, EMS, 100115, ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, S2, , 
2012, ART, 100217, TOU741, TOU 741 : ADV TOURISM & DEVELOPMENT, S2, , 
2012, ART, 100217, TOU742, TOU 742 : THEORET PERSP ON TOURISM, S1, , 
2012, ART, 100223, HIS141, HISTORY 141, S1, , 
2012, ART, 100223, HIS142, HISTORY 142, S2, , 
2012, ART, 100223, HIS211, HISTORY 211, T1, , 
2012, ART, 100223, HIS212, HISTORY 212, T2, , 
2012, ART, 100223, HIS223, HISTORY 223, S2, , 
2012, ART, 100223, HIS232, HISTORY 232, T3, , 
2012, ART, 100223, HIS233, HISTORY 233, T4, , 
2012, ART, 100223, HIS311, HISTORY 311, T1, , 
2012, ART, 100223, HIS312, HISTORY 312, T2, , 
2012, ART, 100223, HIS321, HISTORY 321, T3, , 
2012, ART, 100223, HIS322, HISTORY 322, T4, , 
2012, ART, 100223, HIS324, HISTORY 324, S1, , 
2012, ART, 100223, HIS331, HISTORY 331, S1, , 
2012, ART, 100223, HIS701, HISTORY 701 : RESEARCH ESSAY, YR, , 
2012, ART, 100223, HIS711, HISTORY 711 : CRIT CON HISTORIOGRAP, S1, , 
2012, ART, 100223, HIS712, HISTORY 712 : RESEARCH PROPOSAL, S1, , 
2012, ART, 100223, HIS732, HISTORY 732 : RACE CLASS NAT/DEMOC, S1, , 
2012, ART, 100223, HIS735, HISTORY 735 : VISUAL HISTORY, S1, , 
2012, ART, 100223, HIS739, HISTORY 739 : PUB HIST & HERITAGE, S1, , 
2012, ART, 100223, HIS743, HISTORY 743 :CAPITA SELECTA, YR, , 
2012, ART, 100223, HIS747, HISTORY 747: SOC HISTORY OF V.O.C, S2, , 
2012, ART, 100223, HIS748, HISTORY 748:HISTORY OF ANTHRO IN SA, S2, , 
2012, ART, 100223, HIS801, HISTORY MAGISTER THESIS 801, YR, , 
2012, ART, 100223, HIS802, HISTORY MAG THESIS 802, YR, , 
2012, ART, 100223, HIS803, HISTORY MAG MINI THESIS 803, YR, , 
2012, ART, 100223, HIS804, HISTORY MAG MINI THESIS 804, YR, , 
2012, ART, 100223, HIS832, HISTORY 832 : RACE CLASS NAT/DEMOC, S1, , 
2012, ART, 100223, HIS835, HISTORY 835 : VISUAL HISTORY, S1, , 
2012, ART, 100223, HIS839, HISTORY 839 : PUB HIST & HERITAGE, S1, , 
2012, ART, 100223, HIS843, HISTORY 843 : CAPITA SELECTA, YR, , 
2012, ART, 100223, HIS844, HISTORY 844 : PUBLIC/VISUAL HIST A, S1, , 
2012, ART, 100223, HIS845, HISTORY 845 : PUBLIC/VISUAL HIST B, S2, , 
2012, ART, 100223, HIS846, ISSUES IN MUSEUM & HERIT STUD 846, S2, , 
2012, ART, 100223, HIS847, HISTORY 847 : SOC HISTORY OF V.O.C, S2, , 
2012, ART, 100223, HIS848, HISTORY 848:HISTORY OF ANTHRO IN SA, S1, , 
2012, ART, 100223, HIS901, HISTORY DOCTORAL 901, YR, , 
2012, ART, 100223, HIS902, HISTORY DOCTORAL 902, YR, , 
2012, ART, 100223, HUM111, HUMANITIES 111 (N), S1, , 
2012, ART, 100223, HUM121, HUMANITIES 121 (N), S2, , 
2012, ART, 100223, MHS710, HERITAGE & COLLECTION MAN 411(RIM), YR, , 
2012, ART, 100223, MHS711, ISSUES IN MUSEUM & HER STUDIES 401, YR, , 
2012, ART, 100223, MHS712, RES HERITAGE MATERIAL 411 (RIM), YR, , 
2012, ART, 100223, MHS713, PUBLIC COMMUNICATION 421 (RIM), YR, , 
2012, ART, 100223, MHS714, MAN:HERITAGE AGENCIES 421 (RIM), YR, , 
2012, ART, 100223, MHS715, CURATORSHIP 411, YR, , 
2012, ART, 100223, MHS717, PUBLIC HISTORY & TOURISM 421, YR, , 
2012, ART, 100223, MHS719, VISUAL HISTORY 411, YR, , 
2012, ART, 100223, MHS722, CAPITA SELECTA, YR, , 
2012, ART, 100223, MHS723, CAPITA SELECTA 723, YR, , 
2012, ART, 100223, MTH301, METHOD OF HISTORY 301, YR, , 
2012, ART, 100223, PSTART, POST DOCTORAL RESEARCH FELLOWSHIP, YR, , 
2012, ART, 100229, DSL131, INTRO TO SCHOOL LIB & INFO TECH 131, S1, , 
2012, ART, 100229, DSL141, DOCUMENT DESCRIPTION (DSL 141), S1, , 
2012, ART, 100229, DSL143, INFORMATION SOURCES 143, YR, , 
2012, ART, 100229, DSL144, CATALOGUE AND DATABASE 144, S1, , 
2012, ART, 100229, DSL152, APPLIED MANAGEMENT (DSL 152), S2, , 
2012, ART, 100229, DSL162, INFORMATION LITERACY (DSL 162), S2, , 
2012, ART, 100229, DSL171, CHILDREN'S&YOUTH BOOKS&MEDIA 171, S2, , 
2012, ART, 100229, DSL174, SCHOOL LIBRARIANSHIP (ICT)174, YR, , 
2012, ART, 100229, INF211, INFORMATION SCIENCE 211, S1, , 
2012, ART, 100229, INF212, INFORMATION SCIENCE 212, S1, , 
2012, ART, 100229, INF221, INFORMATION SCIENCE 221, S2, , 
2012, ART, 100229, INF222, INFORMATION SCIENCE 222, S2, , 
2012, ART, 100229, INF311, INFORMATION SCIENCE 311, S1, , 
2012, ART, 100229, INF312, INFORMATION SCIENCE 312, S1, , 
2012, ART, 100229, INF321, INFORMATION SCIENCE 321, S2, , 
2012, ART, 100229, INF322, INFORMATION SCIENCE 322, S2, , 
2012, ART, 100229, INF411, INFORMATION SCIENCE 411, S1, , 
2012, ART, 100229, INF412, INFORMATION SCIENCE 412, S1, , 
2012, ART, 100229, INF421, INFORMATION SCIENCE 421, S1, , 
2012, ART, 100229, INF422, INFORMATION SCIENCE 422, S1, , 
2012, ART, 100229, LBS701, ORGANISATIONAL MANAGEMENT 701, S1, , 
2012, ART, 100229, LBS702, DOC DESC & SUBJ ANALYSIS (DDSA) 702, YR, , 
2012, ART, 100229, LBS703, COLLECTION MANAGEMENT 703, S1, , 
2012, ART, 100229, LBS704, HISTORY & PHILOSOPHY OF LIS 704, S1, , 
2012, ART, 100229, LBS705, INFORMATION SERVICES 705, S1, , 
2012, ART, 100229, LBS706, USER STUDIES 706, S1, , 
2012, ART, 100229, LBS707, INFORMATION LITERACY EDUCATION 707, S1, , 
2012, ART, 100229, LBS708, ICT APPLICATIONS IN LIS 708, S1, , 
2012, ART, 100229, LBS709, FIELDWORK 709, S1, , 
2012, ART, 100229, LBS710, LITERATURE STUDIES 710, S1, , 
2012, ART, 100229, LBS711, INFORMATION MANAGEMENT 711, S1, , 
2012, ART, 100229, LBS712, ARCHIVES & RECORD MANAGEMENT 712, S1, , 
2012, ART, 100229, LIB111, LIBRARY SCIENCE 111 (N), S1, , 
2012, ART, 100229, LIB121, LIBRARY SCIENCE 121 (N), S2, , 
2012, ART, 100229, LIB211, LIBRARY SCIENCE 211, S1, , 
2012, ART, 100229, LIB212, LIBRARY SCIENCE 212, S1, , 
2012, ART, 100229, LIB221, LIBRARY SCIENCE 221, S2, , 
2012, ART, 100229, LIB222, LIBRARY SCIENCE 222, S2, , 
2012, ART, 100229, LIB311, LIBRARY SCIENCE 311, S1, , 
2012, ART, 100229, LIB312, LIBRARY SCIENCE 312, S1, , 
2012, ART, 100229, LIB321, LIBRARY SCIENCE 321, S2, , 
2012, ART, 100229, LIB322, LIBRARY SCIENCE 322, S2, , 
2012, ART, 100229, LIB411, LIBRARY SCIENCE 411, S1, , 
2012, ART, 100229, LIB412, LIBRARY SCIENCE 412, S1, , 
2012, ART, 100229, LIB421, LIBRARY SCIENCE 421, S2, , 
2012, ART, 100229, LIB422, LIBRARY SCIENCE 422, S2, , 
2012, ART, 100229, LIB424, LIBRARY SCIENCE 424, S2, , 
2012, ART, 100229, LIB425, LIBRARY SCIENCE 425, S2, , 
2012, ART, 100229, LIB801, LIBRARY SCIENCE MAG THESIS 801, YR, , 
2012, ART, 100229, LIB802, LIBRARY SCIENCE MAG THESIS 802, YR, , 
2012, ART, 100229, LIB803, LIBRARY SC MINI THESIS 803, YR, , 
2012, ART, 100229, LIB804, LIB SC : MINI THESIS   804, YR, , 
2012, ART, 100229, LIB901, LIBRARY SC DOCTORAL  901, YR, , 
2012, ART, 100229, LIB902, LIBRARY SC DOCTORAL  902, YR, , 
2012, ART, 100229, LIS812, RESEARCH METHODS IN LIS, S1, , 
2012, ART, 100229, LIS813, LIS MANAGEMENT, YR, , 
2012, ART, 100229, LIS814, INTRO TO KNOWLEDGE MANAGEMENT, S1, , 
2012, ART, 100229, LIS815, KM PROCESSES & TOOLS, YR, , 
2012, ART, 100229, LIS816, INDEXING & THESAURUS CONSTRUCTION, YR, , 
2012, ART, 100229, LIS817, RECORDS & ARCHIVES MANAGEMENT, YR, , 
2012, ART, 100229, LIS818, PROJECT MANAGEMENT, YR, , 
2012, ART, 100229, LIS819, INFORMATION BEHAVIOUR, YR, , 
2012, ART, 100229, LIS820, TOWARDS KNOWLEDGE & SOCIETY, YR, , 
2012, ART, 100229, LIS821, ICT TRENDS & APPLICATIONS IN LIS, YR, , 
2012, ART, 100231, LCS111, LANGUAGE & COMM STUDIES 111 (N), S1, , 
2012, ART, 100231, LCS121, LANGUAGE & COMM STUDIES 121 (N), S2, , 
2012, ART, 100231, LCS211, LANGUAGE & COMM STUDIES 211, S1, , 
2012, ART, 100231, LCS212, LANGUAGE & COMM STUDIES 212, S1, , 
2012, ART, 100231, LCS213, LANGUAGE & COMM STUDIES 213, S2, , 
2012, ART, 100231, LCS221, LANGUAGE & COMM STUDIES 221, S2, , 
2012, ART, 100231, LCS222, LANGUAGE & COMM STUDIES 222, S2, , 
2012, ART, 100231, LCS223, LANGUAGE & COMM STUDIES 223, S1, , 
2012, ART, 100231, LCS311, LANGUAGE & COMM STUDIES 311, S1, , 
2012, ART, 100231, LCS312, LANGUAGE & COMM STUDIES 312, S1, , 
2012, ART, 100231, LCS313, LANGUAGE & COMM STUDIES 313, S1, , 
2012, ART, 100231, LCS314, LANGUAGE & COMM STUDIES 314, S2, , 
2012, ART, 100231, LCS321, LANGUAGE & COMM STUDIES 321, S2, , 
2012, ART, 100231, LCS323, LANGUAGE & COMM STUDIES 323, S2, , 
2012, ART, 100231, LCS325, LANGUAGE & COMM STUDIES 325, S2, , 
2012, ART, 100231, LIN730, LINGUISTICS 730 : RESEARCH ESSAY, YR, , 
2012, ART, 100231, LIN731, LINGUISTICS 731 : BUS & ORG COMMUNC, S1, , 
2012, ART, 100231, LIN732, LINGUISTICS 732 : INTER & C/C COMM, S2, , 
2012, ART, 100231, LIN735, LINGUISTICS 735 : MULTILINGUALISM, S1, , 
2012, ART, 100231, LIN736, LINGUISTICS 736 : MULTILINGUAL EDUC, S2, , 
2012, ART, 100231, LIN737, LINGUISTICS 737 : FORMAL LANG STUDY, S1, , 
2012, ART, 100231, LIN741, LINGUISTICS 741 : CRITIC MEDIA STUD, S2, , 
2012, ART, 100231, LIN744, LINGUISTICS 744 : DISCOURSE ANALYS, S2, , 
2012, ART, 100231, LIN801, LINGUISTICS MAG THESIS 801, YR, , 
2012, ART, 100231, LIN802, LINGUISTICS MAG THESIS  802, YR, , 
2012, ART, 100231, LIN803, LINGUISTICS  MINITHESIS 803, YR, , 
2012, ART, 100231, LIN804, LINGUIST  MINI THESIS 804, YR, , 
2012, ART, 100231, LIN811, LINGUISTICS 811 : RES METHOD & PROP, YR, , 
2012, ART, 100231, LIN831, LINGUISTICS 831 : BUS & ORG COMMUNC, S1, , 
2012, ART, 100231, LIN832, LINGUISTICS 832 : INTER & C/C COMM, S2, , 
2012, ART, 100231, LIN835, LINGUISTICS 835 : MULTILINGUALISM, S1, , 
2012, ART, 100231, LIN836, LINGUISTICS 836 : MULTILINGUAL EDUC, S2, , 
2012, ART, 100231, LIN837, LINGUISTICS 837 : FORMAL LANG STUDY, S1, , 
2012, ART, 100231, LIN841, LINGUISTICS 841 : CRITIC MEDIA STUD, S2, , 
2012, ART, 100231, LIN844, LINGUISTICS 844 : DISCOURSE ANALYS, YR, , 
2012, ART, 100231, LIN901, LINGUISTICS (DOCTORAL) 1ST ENR 901, YR, , 
2012, ART, 100231, LIN902, LINGUISTICS (DOCTORAL) 2ND ENR 902, YR, , 
2012, ART, 100237, PHI111, PHILOSOPHY 111, S1, , 
2012, ART, 100237, PHI121, PHILOSOPHY 121, S2, , 
2012, ART, 100237, PHI211, PHILOSOPHY 211, S1, , 
2012, ART, 100237, PHI212, PHILOSOPHY 212, S1, , 
2012, ART, 100237, PHI221, PHILOSOPHY 221, S2, , 
2012, ART, 100237, PHI222, PHILOSOPHY 222, S2, , 
2012, ART, 100237, PHI311, PHILOSOPHY 311, S1, , 
2012, ART, 100237, PHI312, PHILOSOPHY 312, S1, , 
2012, ART, 100237, PHI321, PHILOSOPHY 321, S2, , 
2012, ART, 100237, PHI322, PHILOSOPHY 322, S2, , 
2012, ART, 100237, PHI701, PHILOSOPHY 701 : RESEARCH ESSAY, YR, , 
2012, ART, 100237, PHI731, PHILOSOPHY 731: NATURE & SOCIETY, S1, , 
2012, ART, 100237, PHI733, PHILOSOPHY 733 : SA INTEL HISTORY, S1, , 
2012, ART, 100237, PHI735, PHILOSOPHY 735 : ISS CONT PHIL, S1, , 
2012, ART, 100237, PHI736, PHILOSOPHY 736 : CAPITA SELECTA, S1, , 
2012, ART, 100237, PHI801, PHILOSOPHY MAG THESIS 801, YR, , 
2012, ART, 100237, PHI802, PHILOSOPHY MAG THESIS 802, YR, , 
2012, ART, 100237, PHI901, PHILOSOPHY DOCTORATE 901, YR, , 
2012, ART, 100237, PHI902, PHILOSOPHY DOCTORATE 902, YR, , 
2012, ART, 100243, XHA111, XHOSA ACQUISITION 111 (N), S1, , 
2012, ART, 100243, XHA121, XHOSA ACQUISITION 121 (N), S2, , 
2012, ART, 100243, XHA211, XHOSA ACQUISITION 211, T1, , 
2012, ART, 100243, XHA212, XHOSA ACQUISITION 212, T2, , 
2012, ART, 100243, XHA221, XHOSA ACQUISITION 221, T3, , 
2012, ART, 100243, XHA222, XHOSA ACQUISITION 222, T4, , 
2012, ART, 100243, XHA311, XHOSA ACQUISITION 311, T1, , 
2012, ART, 100243, XHA312, XHOSA ACQUISITION 312, T2, , 
2012, ART, 100243, XHA321, XHOSA ACQUISITION 321, T3, , 
2012, ART, 100243, XHA322, XHOSA ACQUISITION 322, T4, , 
2012, ART, 100243, XHO001, INTRODUCTION TO XHOSA (CHS) 001, YR, , 
2012, ART, 100243, XHO002, INTRODUCTION TO XHOSA (SC), YR, , 
2012, ART, 100243, XHO003, INTRODUCTION TO XHOSA (BOH), YR, , 
2012, ART, 100243, XHO004, INTRODUCTION TO XHOSA (CHS) 004, YR, , 
2012, ART, 100243, XHO111, XHOSA 111 (N), S1, , 
2012, ART, 100243, XHO120, INTRODUCTION TO XHOSA (DENT), YR, , 
2012, ART, 100243, XHO121, XHOSA 121 (N), S2, , 
2012, ART, 100243, XHO211, XHOSA 211, T1, , 
2012, ART, 100243, XHO212, XHOSA 212, T2, , 
2012, ART, 100243, XHO221, XHOSA 221, T3, , 
2012, ART, 100243, XHO222, XHOSA 222, T4, , 
2012, ART, 100243, XHO311, XHOSA 311, T1, , 
2012, ART, 100243, XHO312, XHOSA 312, T2, , 
2012, ART, 100243, XHO313, XHOSA 313, S1, , 
2012, ART, 100243, XHO314, XHOSA 314, S2, , 
2012, ART, 100243, XHO321, XHOSA 321, T3, , 
2012, ART, 100243, XHO322, XHOSA 322, T4, , 
2012, ART, 100243, XHO701, XHOSA 701 : RESEARCH ESSAY, YR, , 
2012, ART, 100243, XHO731, XHOSA 731 : SYNTAX, YR, , 
2012, ART, 100243, XHO734, XHOSA 734 : MODERN PROSE, YR, , 
2012, ART, 100243, XHO735, XHOSA 735 : PHONOLOGY, YR, , 
2012, ART, 100243, XHO737, XHOSA 737 : ONOMASTICS, S1, , 
2012, ART, 100243, XHO738, XHOSA 738 : MODERN POETRY, YR, , 
2012, ART, 100243, XHO739, XHOSA 739 : SOCIOLINGUISTICS, S1, , 
2012, ART, 100243, XHO741, XHOSA 741 : METHOD SEC LANG AQUISIT, S1, , 
2012, ART, 100243, XHO742, XHOSA 742 : MORPHOLOGY, S1, , 
2012, ART, 100243, XHO743, TRANSLATIONS 743, YR, , 
2012, ART, 100243, XHO744, MEDIA STUDIES 744, S1, , 
2012, ART, 100243, XHO801, XHOSA MAG THESIS (1ST ENROL) 801, YR, , 
2012, ART, 100243, XHO802, XHOSA MAG THESIS (2ND & FURTH) 802, YR, , 
2012, ART, 100243, XHO803, XHOSA MAG MINI THESIS(1ST ENR) 803, YR, , 
2012, ART, 100243, XHO804, XHOSA MAG MINI THESIS (2ND ENR) 804, YR, , 
2012, ART, 100243, XHO901, XHOSA DOCTORAL 901, YR, , 
2012, ART, 100243, XHO902, XHOSA DOCTORAL 902, YR, , 
2012, ART, 100245, WGS211, GENDER STUDIES 211, S1, , 
2012, ART, 100245, WGS212, GENDER STUDIES 212, S1, , 
2012, ART, 100245, WGS311, GENDER STUDIES 311, S1, , 
2012, ART, 100245, WGS312, GENDER STUDIES 312, S2, , 
2012, ART, 100245, WGS321, GENDER STUDIES 321, S2, , 
2012, ART, 100245, WGS701, WGS 701 : RESEARCH ESSAY, YR, , 
2012, ART, 100245, WGS706, WGS 706 : GENDER & LAW, S2, , 
2012, ART, 100245, WGS711, WGS 711 : RES METHODOLOGY & FEMINIS, S1, , 
2012, ART, 100245, WGS712, MASCULINITY (HONS) 712, YR, , 
2012, ART, 100245, WGS731, WGS 731 : THEORIES OF FEMINISM, S1, , 
2012, ART, 100245, WGS736, WGS 736 : CONTEMPORARY ISS IN WGS, YR, , 
2012, ART, 100245, WGS737, WOMENS HEALTH:TRANSCULTURAL PERSPEC, S2, , 
2012, ART, 100245, WGS801, WOMEN & GENDER STUDIES THESIS 801, YR, , 
2012, ART, 100245, WGS802, WOMEN & GENDER STUDIES THESIS 802, YR, , 
2012, ART, 100245, WGS803, WGS : MINI THESIS 803, YR, , 
2012, ART, 100245, WGS804, WGS : MINI THESIS 804, YR, , 
2012, ART, 100245, WGS806, WGS 806 : FEM PERSP IN RES METHOD, S1, , 
2012, ART, 100245, WGS816, WGS 816 : GENDER & LAW, S2, , 
2012, ART, 100245, WGS832, WGS 832 : TRENDS CONTEMP FEM THEORY, S2, , 
2012, ART, 100245, WGS836, WGS 836 : CONTEMPORARY ISS IN WGS, YR, , 
2012, ART, 100245, WGS837, WGS 837:WOM HLTH:TRANSCULT PERSPEC, S2, , 
2012, ART, 100245, WGS838, MASCULINITY (MAG) 838, S1, , 
2012, ART, 100245, WGS901, WOMEN & GENDER STUD DOC 901, YR, , 
2012, ART, 100245, WGS902, WOMEN & GENDER STUD DOC 902, YR, , 
2012, ART, 110509, DVS701, DVST 701 : RESEARCH PAPER, S1, , 
2012, ART, 110509, DVS702, DVST 702 : SOC PROBLEMS & DEVELOPM, S1, , 
2012, ART, 110509, DVS703, DVST 703 : DEVELOPMENT MANAGEMENT, S1, , 
2012, ART, 110509, DVS706, DVST 706 : SOC POLICY & DEVELOPM, S2, , 
2012, ART, 110509, DVS731, DVST 731 : THEO OF SOCIAL TRANSFORM, S1, , 
2012, ART, 110509, DVS732, DVST 732 : ECONOMICS FOR DEVEL STUD, S1, , 
2012, ART, 110509, DVS733, DVST 733 : RESEARCH METHODOLOGY, S1, , 
2012, ART, 110509, DVS734, DVST 734 : RURAL DEVELOPMENT, S2, , 
2012, ART, 110509, DVS736, DVST 736 : EDUCATION & DEVELOPMENT, S2, , 
2012, ART, 110509, DVS738, DVST 738 : SPORT & COMMUN DEVELOPM, S1, , 
2012, ART, 110509, DVS740, DVST 740 : AIDS AND DEVELOPMENT 740, S2, , 
2012, ART, 110509, DVS746, DVST 746 : COMM DEV THEORY & PRAC, S1, , 
2012, ART, 110509, DVS747, DVST 747 : FUTURE STUDIES, S2, , 
2012, ART, 110509, DVS748, DVST 748 : LEADERSHIP & TRANSFORM, S1, , 
2012, ART, 110509, DVS801, DEVELOPM STUD MAG THES(1ST ENR) 801, YR, , 
2012, ART, 110509, DVS802, DEVELOPM STUD MAG THES(2ND&FURT)802, YR, , 
2012, ART, 110509, DVS803, DEV STUD MINI THESIS(1ST ENR)803, YR, , 
2012, ART, 110509, DVS804, DEV STUD MAG MINITHESIS(2ND ENR)804, YR, , 
2012, ART, 110509, DVS807, DVST 807 : SOC POLICY & DEVELOPM, S2, , 
2012, ART, 110509, DVS808, DVST 808 : DEVELOPMENT MANAGEMENT, S1, , 
2012, ART, 110509, DVS831, DVST 831 : THEO OF SOC TRANSFORM, S1, , 
2012, ART, 110509, DVS832, DVST 832 : COMPARATIVE ECON SYSTEM, S1, , 
2012, ART, 110509, DVS834, DVST 834 : RURAL DEVELOPMENT, S2, , 
2012, ART, 110509, DVS836, DVST 836 : EDUCATION & DEVELOPMENT, S2, , 
2012, ART, 110509, DVS838, DVST 838 : SPORT & COMMUN DEVELOPM, S1, , 
2012, ART, 110509, DVS839, DVST 839 : SOC PROBLEMS & DEVELOPM, S1, , 
2012, ART, 110509, DVS840, DVST 840 : AIDS AND DEVELOPMENT 840, S2, , 
2012, ART, 110509, DVS841, DVST 841 : RESEARCH METHODOLOGY, S1, , 
2012, ART, 110509, DVS843, DVST 843 : PUB FIN & POVERTY ALLEV, S2, , 
2012, ART, 110509, DVS846, DVST 846 : COMM DEV THEORY & PRAC, S1, , 
2012, ART, 110509, DVS847, DVST 847 : FUTURE STUDIES, S2, , 
2012, ART, 110509, DVS848, DVST 848 : LEADERSHIP & TRANSFORM, S1, , 
2012, EMS, 110509, DVS849, DVST 849 : CONFLICT STUDIES, S2, , 
2012, ART, 110509, DVS901, DEVELOP STUD DOCTORATE(1ST ENR)901, YR, , 
2012, ART, 110509, DVS902, DEVELOP STUD DOCTORATE(2ND ENR)902, YR, , 
2012, EMS, 110509, IPS733, CONFLICT STUDIES 733, S2, , 
2012, CHS, 100805, CHS900, POST DOCTORAL RESEARCH FELLOWS, YR, , 
2012, CHS, 100805, HDP111, PRIMARY HEALTH CARE (B CH D I), T2, , 
2012, EDU, 100805, HPS212, HEALTH PROMOTING SCHOOLS 212, S2, , 
2012, CHS, 100805, SPH611, UNDERSTANDING PUBLIC HEALTH 611, S2, , 
2012, CHS, 100805, SPH712, HEALTH DEV & PRIMARY HEALTH CARE II, YR, , 
2012, CHS, 100805, SPH713, MEASURING HEALTH AND DISEASE II, YR, , 
2012, CHS, 100805, SPH714, HEALTH MANAGEMENT II, YR, , 
2012, CHS, 100805, SPH715, HEALTH PROMOTION II, YR, , 
2012, CHS, 100805, SPH716, HEALTH PROMOTING SETTINGS, YR, , 
2012, CHS, 100805, SPH717, HEALTH PROMOTING SCHOOLS, YR, , 
2012, CHS, 100805, SPH718, ALCOHOL PROBLEMS, YR, , 
2012, CHS, 100805, SPH719, SURVEY METHODS, S2, , 
2012, CHS, 100805, SPH720, USING INFORM FOR EFFEC MANAGEMENT I, YR, , 
2012, CHS, 100805, SPH721, QUALITATIVE RESEARCH METHODS, YR, , 
2012, CHS, 100805, SPH723, MONITORING & EVAL PRIM HEALTH CARE, YR, , 
2012, CHS, 100805, SPH727, MANAGING HUMAN RESOURCES FOR HEALTH, YR, , 
2012, CHS, 100805, SPH728, DEVELOPING HUMAN RES FOR HEALTH 728, YR, , 
2012, CHS, 100805, SPH730, INTRO PUB HEALTH:ITS BASIS & SCOPE, S1, , 
2012, CHS, 100805, SPH731, DESCRIPTIVE EPIDEMIOLOGY, S1, , 
2012, CHS, 100805, SPH732, POPULATION HEALTH AND DEVELOPMENT, S1, , 
2012, CHS, 100805, SPH733, HEALTH PROMOTION FOR PUBLIC HEALTH, S2, , 
2012, CHS, 100805, SPH734, MONITORING AND EVALUATION, S2, , 
2012, CHS, 100805, SPH735, MANAGEMENT STRATEGIES FOR PH, S2, , 
2012, CHS, 100805, SPH801, MPH FULL THESIS 801, YR, , 
2012, CHS, 100805, SPH802, PUBLIC HEALTH MAG MIN THES(1ST ENR), YR, , 
2012, CHS, 100805, SPH803, PUBLIC HEALTH MAG MINI THESIS 803, YR, , 
2012, CHS, 100805, SPH804, PUBLIC HEALTH MAG MINI THESIS 804, YR, , 
2012, CHS, 100805, SPH812, CAPITA SELECTA (PHP) II, YR, , 
2012, CHS, 100805, SPH813, CAPITA SELECTA (PHP) III, YR, , 
2012, CHS, 100805, SPH842, HEALTH SYSTEMS RESEARCH II 842, YR, , 
2012, CHS, 100805, SPH847, QUANTITATIVE RESEARCH METHODS 847, YR, , 
2012, CHS, 100805, SPH848, HEALTH & SOCIAL CHANGE 848, YR, , 
2012, CHS, 100805, SPH849, EPIDEMIOLOGY & CONTROL 849, YR, , 
2012, CHS, 100805, SPH850, HUMAN RESOURCE PLANNING 850, YR, , 
2012, CHS, 100805, SPH851, HEALTH POLICY ANALYSIS 851, YR, , 
2012, CHS, 100805, SPH901, PUBLIC HEALTH DOCTORAL 901, YR, , 
2012, CHS, 100805, SPH902, PUBLIC HEALTH DOCTORAL THESIS 902, YR, , 
2012, CHS, 100807, DIE011, INTRO TO PHILOSOPHY OF CARE(DIET), T3, , 
2012, CHS, 100807, DIE021, HEALTH,DEV AND PRIM HEALTH  (DIET), T2, , 
2012, CHS, 100807, DIE101, DIETETICS SKILL PRAC 101, YR, , 
2012, CHS, 100807, DIE201, DIETETICS SKILL PRAC 201, YR, , 
2012, CHS, 100807, DIE244, MEAL MANAGEMENT 244, S2, , 
2012, CHS, 100807, DIE301, DIETETICS SKILL PRAC 301, YR, , 
2012, CHS, 100807, DIE312, COMMUNITY NUTRITION 312, S1, , 
2012, CHS, 100807, DIE313, FOODSERVICE MANAGEMENT 313, S1, , 
2012, CHS, 100807, DIE316, THERAPEUTIC NUTRITION 316, S1, , 
2012, CHS, 100807, DIE322, COMMUNITY NUTRITION 322, S2, , 
2012, CHS, 100807, DIE323, FOODSERVICE MANAGEMENT 323, S2, , 
2012, CHS, 100807, DIE326, THERAPEUTIC NUTRITION 326, S2, , 
2012, CHS, 100807, DIE401, APPLIED THERAPEUTIC NUTRITION 401, YR, , 
2012, CHS, 100807, DIE402, APPLIED COMMUNITY NUTRITION 402, YR, , 
2012, CHS, 100807, DIE403, APPLIED FOODSERVICE MANAGEMENT 403, YR, , 
2012, CHS, 100807, DIE404, DIETETICS RESEARCH PROJECT 404, YR, , 
2012, CHS, 100807, DIE414, DIETETICS BEHAVIORAL SCIENCE 414, S1, , 
2012, CHS, 100807, DIE425, ETHICS & PRACTICE MAN FOR DIETETICS, S2, , 
2012, CHS, 100807, HEC114, FOODS 114, S2, , 
2012, CHS, 100807, HEC221, FAMILY DEVELOPMENT 221, S2, , 
2012, CHS, 100807, HEC222, MICRO ENTERPRISE FOR HUMAN ECOL 222, S2, , 
2012, CHS, 100807, HEC230, HUMAN ECOLOGY 230, S1, , 
2012, CHS, 100807, HEC241, MICRO ENTERPRISE FOR HUMAN ECOL 241, S1, , 
2012, CHS, 100807, HEC271, COMMUNITY DEVELOPMENT 271, S1, , 
2012, CHS, 100807, HEC272, COMMUNITY DEVELOPMENT 272, S2, , 
2012, CHS, 100807, HEC305, HOUSING 305, S2, , 
2012, CHS, 100807, HEC306, CONSUMER STUDIES 306, S1, , 
2012, CHS, 100807, HEC311, FAMILY DEVELOPMENT 311, S2, , 
2012, CHS, 100807, HEC320, MICRO ENTERPRISE FOR HUMAN ECOL 320, S1, , 
2012, CHS, 100807, HEC330, HUMAN ECOLOGY 330, S1, , 
2012, CHS, 100807, HEC331, HUMAN ECOLOGY 331, S2, , 
2012, CHS, 100807, HEC341, MICRO ENTERPRISE FOR HUMAN ECOL 341, S2, , 
2012, CHS, 100807, HEC371, COMMUNITY DEVELOPMENT 371, S1, , 
2012, CHS, 100807, HEC372, COMMUNITY DEVELOPMENT 372, S2, , 
